Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2019/008.257;A-002.465/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;13/05/2019;13/05/2019;160;160;m³/dia;0;Abastecimento público;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral II;Santo Expedito do Sul;Poço Requerido 1;"-27,9195727757205";"-51,6647744178772";-;-
2019/008.214;A-002.464/2019;AIRTON VANDERLEI SOARES MACHADO;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;13/05/2019;13/05/2019;2;2;m³/dia;0;"Consumo humano, Irrigação";Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Nova Prata;Poço Requerido 1;"-28,801886476321";"-51,5601468086243";-;-
2019/008.205;A-002.504/2019;COMERCIAL DE AREIA SILVA LTDA;Água Subterrânea;Água subterrânea;Poço de monitoramento;Autorização Prévia;Concedida;-;13/05/2019;22/05/2019;-;-;-;0;Monitoramento quantitativo;Bacia Hidrográfica dos Rios Vacacaí - Vacacaí Mirim;-;Sanga do Cabral / Pirambóia;Santa Maria;Ponto 1;"-29,823728";"-53,77091";-;-
2019/008.182;A-002.463/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;10/05/2019;10/05/2019;160;160;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;Tenente Portela;Poço Requerido 1;"-27,3493178633913";"-53,7657380104065";-;-
2019/008.129;A-002.489/2019;Prefeitura Municipal de Nova Petropolis;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;10/05/2019;17/05/2019;54;54;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio Caí;-;Serra Geral II;Nova Petrópolis;Poço Requerido 1;"-29,3905811223048";"-50,9832572937012";-;-
2019/008.105;A-002.462/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;10/05/2019;10/05/2019;160;160;m³/dia;0;Abastecimento público;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;São João da Urtiga;Poço Requerido 1;"-27,8018802536248";"-51,8217158317566";-;-
2019/008.064;A-002.461/2019;Terezinha de Fatima Bitencourt Alves;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;09/05/2019;09/05/2019;"2,2";"2,2";m³/dia;0;"Consumo humano, Dessedentação animal";Bacia Hidrográfica dos Rios Butuí - Icamaquã;-;Basalto / Botucatu;Santiago;Ponto 1;"-29,1088657529501";"-54,9117889246999";-;-
2019/008.014;A-002.459/2019;ALCINDO MARTELLI;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;09/05/2019;09/05/2019;2;2;m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Passo Fundo;-;Serra Geral I;Estação;Poço Requerido 1;"-27,9291666666667";"-52,2891666666667";-;-
2019/007.963;A-002.480/2019;Vonpar Refrescos S.A.;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;08/05/2019;15/05/2019;450;450;m³/dia;0;Processo industrial;Bacia Hidrográfica do Rio Gravataí;-;Quaternário Costeiro II;Porto Alegre;Poço Requerido 1;"-29,9692637076209";"-51,1191959383723";-;-
2019/007.962;A-002.460/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;08/05/2019;09/05/2019;160;160;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Lago Guaíba;-;Embasamento Cristalino III;Sertão Santana;Poço Requerido 1;"-30,4701663386388";"-51,6274809837341";-;-
2019/007.879;A-002.454/2019;Dolores Catarina Dallosto Flores;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;07/05/2019;08/05/2019;"1,08";"1,08";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Ibicuí;-;Serra Geral II;Uruguaiana;Poço Requerido 1;"-29,7280484291587";"-56,9797539710999";-;-
2019/007.866;A-002.453/2019;Sociedade Educacional Três Vendas Ltda;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;07/05/2019;07/05/2019;10;10;m³/dia;0;Irrigação;Bacia Hidrográfica da Lagoa Mirim e do Canal São Gonçalo;-;Quaternário Costeiro II;Pelotas;Ponto 1;"-31,73139";"-52,34717";-;-
2019/007.864;A-002.452/2019;LUIZ BAZILIO ZORZELLA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;07/05/2019;07/05/2019;"0,48";"0,48";m³/dia;0;Consumo humano;Bacia Hidrográfica dos Rios Vacacaí - Vacacaí Mirim;-;Santa Maria;Santa Maria;Poço Requerido 1;"-29,6689998151188";"-53,6932110786438";-;-
2019/007.849;A-002.451/2019;THADEU STEFANELLO FACCO;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;07/05/2019;07/05/2019;8;8;m³/dia;0;"Atividades comerciais, Consumo humano, Sistema de combate à incêndios";Bacia Hidrográfica dos Rios Vacacaí - Vacacaí Mirim;-;Embasamento Cristalino II;Vila Nova do Sul;Poço Requerido 1;"-30,3683283695598";"-53,8112325670954";-;-
2019/007.829;A-002.450/2019;WILMA MARIA DRESSLER;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;07/05/2019;07/05/2019;"1,8";"1,8";m³/dia;0;Consumo humano;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Chiapetta;Poço Requerido 1;"-28,0153547381501";"-53,9820742607117";-;-
2019/007.774;A-002.458/2019;PREFEITURA MUNICIPAL DE SÃO PEDRO DAS MISSÕES;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;06/05/2019;09/05/2019;"9,9";"9,9";m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;São Pedro das Missões;Poço Requerido 1;"-27,7792908496011";"-53,2592940330505";-;-
2019/007.715;A-002.448/2019;Fábio André Eickhoff;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;06/05/2019;06/05/2019;10;10;m³/dia;0;"Consumo humano, Dessedentação animal";Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Tenente Portela;Poço Requerido 1;"-27,3775468645237";"-53,7821288410487";-;-
2019/007.699;A-002.503/2019;COMERCIAL DE AREIA SILVA LTDA;Água Subterrânea;Água subterrânea;Poço de monitoramento;Autorização Prévia;Concedida;-;06/05/2019;22/05/2019;-;-;-;0;Monitoramento quantitativo;Bacia Hidrográfica dos Rios Vacacaí - Vacacaí Mirim;-;Sanga do Cabral / Pirambóia;Santa Maria;Ponto 1;"-29,823764";"-53,774759";-;-
2019/007.638;A-002.471/2019;Paquetá Empreendimentos Imobiliários Ltda.;Água Subterrânea;Água subterrânea;Poço de monitoramento;Autorização Prévia;Concedida;-;05/05/2019;13/05/2019;-;-;-;0;Monitoramento qualitativo;Bacia Hidrográfica do Rio dos Sinos;-;Botucatu / Pirambóia;Sapiranga;Poço Requerido 1;"-29,6325";-51;-;-
2019/007.542;A-002.447/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;03/05/2019;03/05/2019;320;320;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Flores da Cunha;Poço Requerido 1;"-29,0364";"-51,1473";-;-
2019/007.535;A-002.446/2019;LAURO ANTONIO CHITOLINA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;03/05/2019;03/05/2019;6;6;m³/dia;0;Consumo humano;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Santa Rosa;Poço Requerido 1;"-27,871517156128";"-54,5165848731995";-;-
2019/007.502;A-002.444/2019;Anabe Indústria e Comércio de Proteínas Ltda.;Água Subterrânea;Água subterrânea;Poço de monitoramento;Autorização Prévia;Concedida;-;02/05/2019;02/05/2019;-;-;-;0;Monitoramento qualitativo;Bacia Hidrográfica do Rio dos Sinos;-;Botucatu / Pirambóia;Estância Velha;Poço Requerido 1;"-29,6448";"-51,1702";-;-
2019/007.501;A-002.443/2019;Anabe Indústria e Comércio de Proteínas Ltda.;Água Subterrânea;Água subterrânea;Poço de monitoramento;Autorização Prévia;Concedida;-;02/05/2019;02/05/2019;-;-;-;0;Monitoramento qualitativo;Bacia Hidrográfica do Rio dos Sinos;-;Botucatu / Pirambóia;Estância Velha;Poço Requerido 1;"-29,644";"-51,1712";-;-
2019/007.495;A-002.442/2019;Andre Valdemar Lopes Barcelos;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;02/05/2019;02/05/2019;"1,1";"1,1";m³/dia;0;"Consumo humano, Dessedentação animal";Bacia Hidrográfica do Rio Piratinim;-;Serra Geral I;Santo Antônio das Missões;Ponto 1;"-28,35699";"-55,340906";-;-
2019/007.455;A-002.441/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;02/05/2019;02/05/2019;240;240;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Baixo Jacuí;-;Serra Geral II;Lagoa Bonita do Sul;Poço Requerido 1;"-29,5235";"-52,9976";-;-
2019/007.406;A-002.438/2019;Elario Carlos Metz;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;01/05/2019;01/05/2019;30;30;m³/dia;0;"Dessedentação animal, Manutenção e higienização dos animais";Bacia Hidrográfica do Rio Caí;-;Serra Geral II;Picada Café;Poço Requerido 1;"-29,487";"-51,1648";-;-
2019/007.300;A-002.434/2019;CARLITOS CARLOTTO VANZ;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;30/04/2019;30/04/2019;"1,5";"1,5";m³/dia;0;Irrigação;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Paim Filho;Poço Requerido 1;"-27,7063888888889";"-51,7627777777778";-;-
2019/007.293;A-002.427/2019;Sandro Loureiro Mello;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;29/04/2019;"1,8";"1,8";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;Trindade do Sul;Poço Requerido 1;"-27,5197222222222";"-52,9038888888889";-;-
2019/007.280;A-002.426/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;29/04/2019;320;320;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Flores da Cunha;Poço Requerido 1;"-29,0257";"-51,1407";-;-
2019/007.274;A-002.425/2019;Carlos Ernesto Doege;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;29/04/2019;"2,1";"2,1";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Arvorezinha;Ponto 1;"-28,9140722222222";"-52,2733388888889";-;-
2019/007.258;A-002.424/2019;Silvane Marlene Matte;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;29/04/2019;"15,7";"15,7";m³/dia;0;"Consumo humano, Dessedentação animal";Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Tenente Portela;Ponto 1;"-27,377047";"-53,8791427612305";-;-
2019/007.231;A-002.423/2019;Aquafast Produtos de Limpeza e Higiene Ltda;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;29/04/2019;200;200;m³/dia;0;Processo industrial;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Guaporé;Ponto 1;"-28,8778554672268";"-51,8946255003728";-;-
2019/007.221;A-002.436/2019;SERGIO HENRIQUE MOSELE;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;01/05/2019;65;65;m³/dia;0;"Consumo humano, Irrigação";Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Erechim;Poço Requerido 1;"-27,5933333333333";"-52,215";-;-
2019/007.210;A-002.439/2019;DANIEL MATIAS HOLZ;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;29/04/2019;02/05/2019;10;10;m³/dia;0;"Atividades comerciais, Consumo humano";Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Erechim;Poço Requerido 1;"-27,6666666666667";"-52,2891666666667";-;-
2019/007.171;A-002.420/2019;Adelirio Danieli;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;27/04/2019;27/04/2019;"35,4";"35,4";m³/dia;0;"Consumo humano, Dessedentação animal";Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Água Santa;Ponto 1;"-28,1262753892501";"-52,0701555917167";-;-
2019/007.169;A-002.419/2019;IGNACIO PEDRO GULDEN;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;27/04/2019;27/04/2019;"1,6";"1,6";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Caí;-;Serra Geral II;Farroupilha;Ponto 1;"-29,2878583333333";"-51,3919611111111";-;-
2019/007.012;A-002.414/2019;AUTO POSTO ENGENHO VELHO LTDA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;25/04/2019;25/04/2019;5;5;m³/dia;0;Lavagem de veículos;Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;Engenho Velho;Poço Requerido 1;"-27,7122222222222";"-52,9130555555556";-;-
2019/007.011;A-002.449/2019;Cooperativa Languiru LTDA.;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;25/04/2019;07/05/2019;1000;1000;m³/dia;0;Processo industrial;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Westfalia;Poço Requerido 1;"-29,4258";"-51,7677";-;-
2019/006.971;A-002.413/2019;Antonio batistella;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;25/04/2019;25/04/2019;2;2;m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;Engenho Velho;Poço Requerido 1;"-27,7333333333333";"-52,9169444444444";-;-
2019/006.927;A-002.411/2019;ALGAAGRO SOLUCOES AGRICOLAS LTDA - ME;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;25/04/2019;25/04/2019;"1,5";"1,5";m³/dia;0;"Atividades comerciais, Consumo humano";Bacia Hidrográfica dos Rios Vacacaí - Vacacaí Mirim;-;Santa Maria;Restinga Seca;Poço Requerido 1;"-29,7313888888889";"-53,4455555555556";-;-
2019/006.869;A-002.410/2019;CONDOMÍNIO ROSSI ATLÂNTIDA;Água Subterrânea;Água subterrânea;Poço ponteira;Autorização Prévia;Concedida;-;24/04/2019;24/04/2019;2;2;m³/dia;0;Irrigação;Bacia Hidrográfica do Rio Tramandaí;-;Quaternário Costeiro I;Xangri-Lá;Poço Requerido 1;"-29,7848";"-50,0409";-;-
2019/006.868;A-002.409/2019;CONDOMÍNIO ROSSI ATLÂNTIDA;Água Subterrânea;Água subterrânea;Poço ponteira;Autorização Prévia;Concedida;-;24/04/2019;24/04/2019;2;2;m³/dia;0;Irrigação;Bacia Hidrográfica do Rio Tramandaí;-;Quaternário Costeiro I;Xangri-Lá;Poço Requerido 1;"-29,7856";"-50,0394";-;-
2019/006.861;A-002.407/2019;CONDOMÍNIO ROSSI ATLÂNTIDA;Água Subterrânea;Água subterrânea;Poço ponteira;Autorização Prévia;Concedida;-;24/04/2019;24/04/2019;15;15;m³/dia;0;Irrigação;Bacia Hidrográfica do Rio Tramandaí;-;Quaternário Costeiro I;Xangri-Lá;Poço Requerido 1;"-29,7841";"-50,0388";-;-
2019/006.858;A-002.417/2019;VERONESE INDUSTRIA DE PRODUTOS QUIMICOS LTDA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;24/04/2019;26/04/2019;80;80;m³/dia;0;Processo industrial;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;São Francisco de Paula;Poço Requerido 1;"-29,0857";"-50,7421";-;-
2019/006.838;A-002.405/2019;Valdir José Weber;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;24/04/2019;24/04/2019;8;8;m³/dia;0;Consumo humano;Bacia Hidrográfica do Alto Jacuí;-;Serra Geral I;Ibirubá;Poço Requerido 1;"-28,6563991307576";"-53,0737709999084";-;-
2019/006.837;A-002.404/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;24/04/2019;24/04/2019;1800;1800;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio Ibicuí;-;Sanga do Cabral / Pirambóia;Cacequi;Poço Requerido 1;"-29,8691";"-54,8214";-;-
2019/006.833;A-002.412/2019;Divane Marguete Bester;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;24/04/2019;25/04/2019;2;2;m³/dia;0;"Consumo humano, Manutenção e higienização dos animais";Bacia Hidrográfica do Rio Ijuí;-;Serra Geral I;Ajuricaba;Ponto 1;"-28,1812916666667";"-53,8308833333333";-;-
2019/006.820;A-002.403/2019;Prefeitura Municipal de União da Serra;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;24/04/2019;24/04/2019;10;10;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;União da Serra;Poço Requerido 1;"-28,7922222222222";"-52,0238888888889";-;-
2019/006.785;A-002.399/2019;Município de Santa Tereza;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;23/04/2019;23/04/2019;27;27;m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Santa Tereza;Ponto 1;"-29,079625";"-51,7233861111111";-;-
2019/006.762;A-002.398/2019;PREFEITURA MUNICIPAL DE CAPÃO BONITO DO SUL;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;23/04/2019;23/04/2019;6;6;m³/dia;0;Abastecimento público;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral II;Capão Bonito do Sul;Ponto 1;"-28,1686944444444";"-51,5103055555555";-;-
2019/006.759;A-002.397/2019;ASSOCIAÇÃO DE ABASTECIMENTO DE ÁGUA WESTFALIA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;23/04/2019;23/04/2019;150;150;m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Westfalia;Poço Requerido 1;"-29,431";"-51,7691";-;-
2019/006.719;A-002.396/2019;DANIEL PEREIRA VISCOME;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;23/04/2019;23/04/2019;2;2;m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Vista Alegre do Prata;Poço Requerido 1;"-28,8547222222222";"-51,8302777777778";-;-
2019/006.688;A-002.395/2019;Tereza Valter de Lima;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;22/04/2019;22/04/2019;21;21;m³/dia;0;"Dessedentação animal, Manutenção e higienização dos animais";Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Arvorezinha;Poço Requerido 1;"-28,8688888888889";"-52,2213888888889";-;-
2019/006.575;A-002.402/2019;Prefeitura Municipal de Maximiliano de Almeida;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;22/04/2019;24/04/2019;7;7;m³/dia;0;Consumo humano;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Maximiliano de Almeida;Poço Requerido 1;"-27,6202777777778";"-51,7538888888889";-;-
2019/006.493;A-002.485/2019;DALLAZEN & CIA LTDA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;18/04/2019;16/05/2019;2;2;m³/dia;0;"Consumo humano, Irrigação";Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;Palmeira das Missões;Ponto 1;"-27,8756924561554";"-53,3065659280049";-;-
2019/006.487;A-002.415/2019;Patrick Kirunus;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;18/04/2019;25/04/2019;"1,5";"1,5";m³/dia;0;Lavanderia coletiva;Bacia Hidrográfica do Rio Ijuí;-;Serra Geral I;Santo Ângelo;Ponto 1;"-28,2777777777778";"-54,2333333333333";-;-
2019/006.444;A-002.394/2019;Vilmar Valcarenghi;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;17/04/2019;22/04/2019;27;27;m³/dia;0;"Dessedentação animal, Manutenção e higienização dos animais";Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Severiano de Almeida;Poço Requerido 1;"-27,4021373032793";"-52,1777415275574";-;-
2019/006.362;A-002.393/2019;SIRENE LIMA DE MOURA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;17/04/2019;17/04/2019;"0,9";"0,9";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Ibicuí;-;Serra Geral II;Alegrete;Poço Requerido 1;"-29,75";"-55,7352777777778";-;-
2019/006.303;A-002.391/2019;COOPERATIVA AGRICOLA MISTA GENERAL OSORIO LTDA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;16/04/2019;16/04/2019;10;10;m³/dia;0;"Atividades comerciais, Consumo humano, Sistema de combate à incêndios";Bacia Hidrográfica do Rio Camaquã;-;Embasamento Cristalino II;Encruzilhada do Sul;Poço Requerido 1;"-30,5993329268416";"-52,6256103518244";-;-
2019/006.296;A-002.389/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;16/04/2019;16/04/2019;210;210;m³/dia;0;Abastecimento público;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Santo Augusto;Poço Requerido 1;"-27,8414";"-53,7719";-;-
2019/006.283;A-002.388/2019;Nilson Lazzari;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;16/04/2019;16/04/2019;720;720;m³/dia;0;"Dessedentação animal, Manutenção e higienização dos animais";Bacia Hidrográfica do Rio Passo Fundo;-;Serra Geral I;Campinas do Sul;Poço Requerido 1;"-27,7533333333333";"-52,5786111111111";-;-
2019/006.269;A-002.390/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;16/04/2019;16/04/2019;160;160;m³/dia;0;Abastecimento público;Bacia Hidrográfica do Lago Guaíba;-;Embasamento Cristalino III;Sertão Santana;Poço Requerido 1;"-30,4625464201987";"-51,5944790840149";-;-
2019/006.255;A-002.387/2019;Darci Felis Sovegnago;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;16/04/2019;16/04/2019;"1,8";"1,8";m³/dia;0;Consumo humano;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Severiano de Almeida;Poço Requerido 1;"-27,4277777777778";"-52,1630555555556";-;-
2019/006.209;A-002.392/2019;ADRIANA SAPORITI MESQUITA;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;15/04/2019;16/04/2019;"0,9";"0,9";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Ibicuí;-;Botucatu / Guará I;Alegrete;Poço Requerido 1;"-30,0980555555556";"-55,5052777777778";-;-
2019/006.131;A-002.385/2019;ARNALDO CELESTE COSTI;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;15/04/2019;15/04/2019;12;12;m³/dia;0;"Consumo humano, Irrigação";Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Garibaldi;Poço Requerido 1;"-29,2461111111111";"-51,5102777777778";-;-
2019/006.079;A-002.383/2019;MARIO PICCININI;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;15/04/2019;15/04/2019;25;25;m³/dia;0;"Consumo humano, Dessedentação animal";Bacia Hidrográfica do Rio da Várzea;-;Serra Geral I;Passo Fundo;Poço Requerido 1;"-28,2567";"-52,5291";-;-
2019/006.067;A-002.382/2019;EUNICE LOSCH SCHNEIDER;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;14/04/2019;14/04/2019;7;7;m³/dia;0;Dessedentação animal;Bacia Hidrográfica do Rio Taquari-Antas;-;Serra Geral II;Poço das Antas;Poço Requerido 1;"-29,4626172608059";"-51,5993714332581";-;-
2019/006.046;A-002.380/2019;Odair José Balestrini;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;12/04/2019;12/04/2019;"0,9";"0,9";m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Passo Fundo;-;Serra Geral I;Barão de Cotegipe;Poço Requerido 1;"-27,6312238466813";"-52,3596596717834";-;-
2019/006.033;A-002.379/2019;Angelita de Souza dos Santos;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;12/04/2019;12/04/2019;5;5;m³/dia;0;Consumo humano;Bacia Hidrográfica do Rio Ibicuí;-;Serra Geral II;Uruguaiana;Poço Requerido 1;"-29,8678891123499";"-56,5816712379456";-;-
2019/006.024;A-002.378/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;12/04/2019;12/04/2019;240;240;m³/dia;0;Abastecimento público;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Santo Augusto;Poço Requerido 1;"-27,8482212827787";"-53,7599444389343";-;-
2019/006.015;A-002.408/2019;Companhia Riograndense de Saneamento;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;12/04/2019;24/04/2019;480;480;m³/dia;0;Abastecimento público;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;Serra Geral I;Santo Augusto;Poço Requerido 1;"-27,8406319695698";"-53,7513184547424";-;-
2019/006.008;A-002.376/2019;JAIR IVO SCHORN;Água Subterrânea;Água subterrânea;Poço tubular;Autorização Prévia;Concedida;-;12/04/2019;12/04/2019;"34,2";"34,2";m³/dia;0;"Dessedentação animal, Manutenção e higienização dos animais";Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;Serra Geral I;Aratiba;Poço Requerido 1;"-27,3676131638976";"-52,2820258140564";-;-
