Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2018/035.005;-;CERTEL  VALE FUNDO GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;19/12/2018;19/12/2018;-;-;-;8617000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-52,1888";"-29,1288";-;-
2018/034.982;R-000.594/2020;Certel Vale do Leite Geração de Energia S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;19/12/2018;14/02/2020;-;-;-;6098300;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-52,186331749017";"-29,1564837956109";-;-
2018/034.955;-;Enel Brasil S.A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em andamento;-;19/12/2018;-;-;-;-;21880000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Valentim do Sul;Ponto 1;"-51,7138888888889";"-29,0708333333333";-;-
2018/034.380;-;MARIANO GERAÇÃO DE ENERGIA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;12/12/2018;28/01/2020;-;-;-;11400;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Machadinho;Ponto 1;"-51,5781712532043";"-27,6056708264654";-;-
2018/033.767;-;IDALIR PERUZZO;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;05/12/2018;05/12/2018;-;-;-;13632;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Barracão;Ponto 1;"-51,4835858345032";"-27,6533877811018";-;-
2018/033.752;-;IDALIR PERUZZO;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;04/12/2018;04/12/2018;-;-;-;50000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Marmeleiro;-;Barracão;Ponto 1;"-51,4790797233582";"-27,6635368314393";-;-
2018/033.655;R-000.842/2020;Pablo Rodrigo Ferreira Romeiro;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;03/12/2018;14/04/2020;-;-;-;"59171,02";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Monte Alegre dos Campos;Ponto 1;"-50,6833004951477";"-28,7781918007691";-;-
2018/033.376;-;Agropecuaria Fockink Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em análise;-;29/11/2018;07/01/2020;-;-;-;246000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Panambi;Ponto 1;"-53,4572196006775";"-28,3982335362495";-;-
2018/033.220;-;Trópico Energia Renovável LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;28/11/2018;12/02/2019;-;-;-;5855;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Arroio Butiá;-;Soledade;Ponto 1;"-52,6786111111111";"-28,8552777777778";-;-
2018/033.167;-;Everton Alessandro Delfes;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Desativado;-;27/11/2018;03/12/2018;-;-;-;50000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Marmeleiro;-;Barracão;Ponto 1;"-51,4786076545715";"-27,6619784242682";-;-
2018/032.914;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;23/11/2018;23/11/2018;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-52,7258348464966";"-28,6717627550362";-;-
2018/032.593;-;USINA PADRE POLO LTDA - ME;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;20/11/2018;08/04/2020;-;-;-;15840;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Sem denominação;-;Jacutinga;Ponto 1;"-52,5460839271545";"-27,6894943455994";-;-
2018/032.067;O-000.647/2020;SCHIRMER & CORREA CONSULTORIA FLORESTAL LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;13/11/2018;04/03/2020;-;-;-;"23884,724";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Conceição;-;Boa Vista do Cadeado;Ponto 1;"-53,8602";"-28,5372";-;-
2018/031.725;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;09/11/2018;12/03/2020;-;-;-;"18403,51";Aproveitamento hidrelétrico;Bacia Hidrográfica do Baixo Jacuí;Sem denominação;-;Dom Feliciano;Ponto 1;"-52,207743";"-30,4768916666667";-;-
2018/031.548;-;SPE DALTRO FILHO GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;07/11/2018;10/03/2020;-;-;-;2833;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio da Seca;-;Imigrante;Ponto 1;"-51,7493";"-29,3301";-;-
2018/031.421;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;06/11/2018;12/03/2020;-;-;-;"63206,25";Aproveitamento hidrelétrico;Bacia Hidrográfica do Baixo Jacuí;Arroio Itaticui;-;Dom Feliciano;Ponto 1;"-52,2099403535777";"-30,4649555278681";-;-
2018/031.334;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;05/11/2018;06/11/2018;-;-;-;"16615,37";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Contrato;-;São Francisco de Paula;Ponto 1;"-50,7559200875986";"-29,0311714873904";-;-
2018/031.022;-;PARTIALIS COMERCIO E GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;31/10/2018;27/11/2019;-;-;-;6672;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Erval Seco;Ponto 1;"-53,4791";"-27,465";-;-
2018/030.801;-;CGH PESSEGUEIRO GERADORA DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;29/10/2018;03/12/2018;-;-;-;165000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Pardo;Rio Pardo;-;Barros Cassal;Ponto 1;"-52,639";"-29,1168";-;-
2018/029.901;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;17/10/2018;22/11/2018;-;-;-;"885663,019";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Bernardo José;-;Barracão;Ponto 1;"-51,374";"-27,8196";-;-
2018/029.418;-;BME ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/10/2018;09/11/2018;-;-;-;"8605173,72";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Ivaí;-;Salto do Jacuí;Ponto 1;"-53,3192467689514";"-29,1276844380641";-;-
2018/029.400;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/10/2018;23/11/2018;-;-;-;97650;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Pinheirinho;-;Ibirubá;Ponto 1;"-53,2519125938416";"-28,5654516388295";-;-
2018/029.387;-;Cazuza Ferreira Energética S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/10/2018;22/11/2018;-;-;-;"366183,02";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Francisco de Paula;Ponto 1;"-50,7301211357117";"-29,0199996835034";-;-
2018/027.904;-;Bom Retiro Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;25/09/2018;26/09/2018;-;-;-;30000000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Taquari;-;Cruzeiro do Sul;Ponto 1;"-51,9508266448975";"-29,6093195353758";-;-
2018/027.635;-;ENERGETICA OTTO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;20/09/2018;28/11/2018;-;-;-;"19839,79";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Lajeado Grande;-;Alpestre;Ponto Barramento CGH Otto I;"-52,963063194077";"-27,2727856965279";-;-
2018/027.627;-;ENERGETICA OTTO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;20/09/2018;20/09/2018;-;-;-;24455;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Lajeado Grande;-;Alpestre;Ponto no Barramento da CGH Otto II;"-52,961847782135";"-27,2815227016337";-;-
2018/027.596;-;Companhia Estadual de Geração e Transmissão de Energia Elétrica;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;19/09/2018;03/05/2019;-;-;-;83000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Eugênio de Castro;Ponto 1;"-54,2893481254578";"-28,4425062637246";-;-
2018/027.517;-;"MUXFELDT, MARIA E CIA LTDA";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;19/09/2018;19/09/2018;-;-;-;88560;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Ibiaçá;Ponto 1;"-51,9213652610779";"-28,0554312976319";-;-
2018/027.444;-;Cia. Energética Rio das Antas - UHE 14 de Julho;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;18/09/2018;18/09/2018;-;-;-;55180000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Cotiporã;Ponto 1;"-51,6741666666667";"-29,0652777777778";-;-
2018/027.417;-;Cia. Energética Rio das Antas - UHE Castro Alves;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;18/09/2018;18/09/2018;-;-;-;91770000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Nova Roma do Sul;Ponto 1;"-51,3844444444444";"-29,0058333333333";-;-
2018/027.259;-;Cia. Energética Rio das Antas - UHE Monte Claro;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;17/09/2018;18/09/2018;-;-;-;11400000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Veranópolis;Ponto 1;"-51,5219444444444";"-29,0305555555556";-;-
2018/026.360;-;AJURICABA GERADORA DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;04/09/2018;04/09/2018;-;-;-;90900;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Faxinal;-;Ajuricaba;Ponto 1;"-53,7701";"-28,1525";-;-
2018/025.979;R-000.643/2020;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;31/08/2018;16/01/2020;-;-;-;30000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Vieira;-;Ipê;Ponto 1;"-51,1935424804688";"-28,8093322620687";-;-
2018/025.491;R-000.116/2018;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;27/08/2018;11/12/2018;-;-;-;8000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Refugiado;-;Campestre da Serra;Ponto 1;"-50,9999299049377";"-28,7066990796666";-;-
2018/024.886;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;20/08/2018;21/08/2018;-;-;-;"16615,37";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Contrato;-;São Francisco de Paula;Ponto 1;"-50,7559269542765";"-29,0311652376769";-;-
2018/023.269;-;ENERGETICA OTTO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;02/08/2018;20/09/2018;-;-;-;"20015,11";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Lajeado Grande;-;Alpestre;Ponto 1;"-52,9630762963256";"-27,2728026794515";-;-
2018/023.145;O-000.298/2019;CABRAS GERADORA DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;01/08/2018;16/08/2019;-;-;-;59428;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Guarita;-;Erval Seco;Ponto 1;"-53,5697865486145";"-27,5369295059163";-;-
2018/022.736;-;ENGIE BRASIL ENERGIA S.A.;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;27/07/2018;04/04/2019;-;-;-;1590000000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Rio Passo Fundo;-;Entre Rios do Sul;Ponto 1;"-52,7412629127502";"-27,552758661097";-;-
2018/021.296;-;Hidropan Geração de Energia Elétrica S/A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Desativado;-;16/07/2018;03/12/2018;-;-;-;1732993;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Lajeado Alegre;-;Condor;Ponto 1;"-53,4401254416304";"-28,199649994086";-;-
2018/020.674;-;Focchezan Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/07/2018;07/05/2020;-;-;-;85000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Nova Bassano;Ponto 1;"-51,8477008277841";"-28,7028853312215";-;-
2018/017.354;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;18/06/2018;18/06/2018;-;-;-;"391,19";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Segredinho;-;Ipê;Ponto 1;"-51,3857171892496";"-28,6990250261772";-;-
2018/016.948;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/06/2018;13/06/2018;-;-;-;"391,19";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Segredinho;-;Ipê;Ponto 1;"-51,3857171892496";"-28,6990250261772";-;-
2018/014.803;-;IPE GERAÇÃO DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;25/05/2018;25/05/2018;-;-;-;6000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Trabuco;-;Campestre da Serra;Ponto 1;"-51,2210726737976";"-28,6062634216025";-;-
2018/014.719;-;SERRA DOS CAVALINHOS I ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Aguardando pagamento da guia;-;24/05/2018;18/02/2020;-;-;-;12210000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Monte Alegre dos Campos;Ponto 1;"-50,7297778129578";"-28,796471025244";-;-
2018/014.695;-;PEZZI ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Aguardando pagamento da guia;-;24/05/2018;24/05/2018;-;-;-;23520000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Bom Jesus;Ponto 1;"-50,5646395683289";"-28,7931990538675";-;-
2018/014.640;-;SERRA DOS CAVALINHOS II ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Aguardando pagamento da guia;-;24/05/2018;23/03/2020;-;-;-;8450000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Monte Alegre dos Campos;Ponto 1;"-50,7456564903259";"-28,7912433437793";-;-
2018/012.988;-;ENERGÉTICA CAMPOS DE CIMA DA SERRA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/05/2018;01/04/2019;-;-;-;27140000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Francisco de Paula;Ponto 1;"-50,6134343147278";"-28,8068503926054";-;-
2018/012.984;-;LINHA EMÍLIA ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/05/2018;11/05/2018;-;-;-;11680000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Guaporé;Ponto 1;"-51,7734575271606";"-28,941312441153";-;-
2018/012.969;-;COTIPORÃ ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Aguardando pagamento da guia;-;11/05/2018;07/05/2020;-;-;-;3660000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Cotiporã;Ponto 1;"-51,7580723762512";"-28,9637684333985";-;-
2018/017.547;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;11/05/2018;08/07/2019;-;-;-;"429589,88";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Conceição;-;Coronel Barros;Ponto 1;"-54,0438";"-28,4082";-;-
2018/012.671;O-000.598/2020;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;09/05/2018;19/03/2019;-;-;-;"2327,8";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Pedras Brancas;-;Campestre da Serra;Ponto 1;"-51,1296659339681";"-28,8274009259032";-;-
2018/012.255;-;CAÇADOR ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Aguardando pagamento da guia;-;07/05/2018;27/03/2020;-;-;-;130000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Serafina Corrêa;Ponto 1;"-51,850597858429";"-28,7066614390401";-;-
2018/011.438;R-000.207/2019;SALTINHO ENERGÉTICA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;27/04/2018;01/04/2019;-;-;-;7320000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;rio Ituim;-;Ipê;Ponto 1;"-51,3555693626404";"-28,6179425479724";-;-
2018/010.895;-;ALS GERAÇÃO DE ENERGIA SPE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;24/04/2018;11/01/2019;-;-;-;145515;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Estrela;-;Estrela;Ponto 1;"-51,9060015678406";"-29,5212639574035";-;-
2018/010.797;-;Certel Rastro de Auto Geração de Energia S/A.;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;23/04/2018;23/04/2018;-;-;-;"1565099,64";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;São José do Herval;Ponto 1;"-52,2206568717957";"-29,0650976936578";-;-
2018/010.586;-;Cazuza Ferreira Energética S.A.;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;20/04/2018;20/04/2018;-;-;-;172100;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Francisco de Paula;Ponto 1;"-50,730721950531";"-29,021163024524";-;-
2018/010.581;-;Cooperativa de Distribuição de Energia Teutônia;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;20/04/2018;20/04/2018;-;-;-;323200;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Putinga;Ponto 1;"-52,2095847129822";"-29,0804385274724";-;-
2018/009.701;-;Cooperativa de Distribuição de Energia Teutônia;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;13/04/2018;06/08/2019;-;-;-;118888;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Boa Vista;-;Estrela;Ponto 1;"-51,866045335267";"-29,4745539208389";-;-
2018/011.746;-;Respiratus Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/04/2018;02/05/2018;-;-;-;11880;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Barracão;-;Bento Gonçalves;Ponto 1;"-51,4769444444444";"-29,1405555555556";-;-
2018/019.843;-;CHIMARRÃO ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;28/03/2018;-;-;-;-;3620000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Muitos Capões;Ponto 1;"-51,4024758338928";"-28,6023826502785";-;-
2018/012.310;-;CERVEJARIA PETROPOLIS DO CENTRO OESTE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;22/03/2018;07/05/2018;-;-;-;"172408,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Arroio do Baú;-;Trindade do Sul;Ponto 1;"-52,8119874000549";"-27,502904327491";-;-
2018/005.528;-;Amanda Fadel;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;05/03/2018;05/03/2018;-;-;-;123456;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Chimarrao;-;André da Rocha;Ponto 1;"-51,5082621574402";"-28,6088630814389";-;-
2018/003.531;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;09/02/2018;22/03/2019;-;-;-;"39455,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Sem denominação;-;Caxias do Sul;Ponto 1;"-51,0092751160888";"-29,1671439641435";-;-
2018/003.530;R-000.738/2020;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;09/02/2018;13/12/2019;-;-;-;"10055,36";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-51,015124";"-29,168654";-;-
2018/004.501;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;09/02/2018;17/10/2018;-;-;-;"22524,01";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-51,0578484317457";"-29,1742686136754";-;-
2018/004.498;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;09/02/2018;17/10/2018;-;-;-;"10179,57";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Sem denominação;-;Caxias do Sul;Ponto 1;"-51,041886";"-29,176085";-;-
2018/002.008;-;CAÇADOR ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;24/01/2018;-;-;-;-;130000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Serafina Corrêa;Ponto 1;"-51,8507266044617";"-28,7072636874384";-;-
2018/001.390;-;SERRA DOS CAVALINHOS I ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;17/01/2018;-;-;-;-;12214000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Monte Alegre dos Campos;Ponto 1;"-50,7296061515808";"-28,7956436398849";-;-
2018/005.212;-;MFB PARTICIPAÇÕES LTDA - ME;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/01/2018;02/03/2018;-;-;-;17827;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Palmeiras;-;Panambi;Ponto 1;"-53,4149050712585";"-28,2453828410858";-;-
2017/040.172;-;ENERGÉTICA RIO LIGEIRO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;19/12/2017;22/01/2020;-;-;-;"12195,97";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Santa Cecília do Sul;Ponto 1;"-51,8405555555556";"-28,1827777777778";-;-
2017/039.975;-;CERVEJARIA PETROPOLIS DO CENTRO OESTE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;18/12/2017;03/05/2018;-;-;-;66360;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Camaquã;Arroio Abranjo;-;Encruzilhada do Sul;Ponto 1;"-52,6299404804176";"-30,788137845681";-;-
2017/038.796;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;08/12/2017;18/04/2019;-;-;-;1749000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-52,7046132087708";"-28,6562484958429";-;-
